Date,Avg Temperature,Max Temperature,Min Temperature,Avg Humidity,Max Humidity,Min Humidity,Avg Pressure,Max Pressure,Min Pressure,mm of Rain
21-09-08,22.677084,28.3,18.4,78.19444,94.0,52.0,1016.5625,1019.5,1013.9,0.0
22-09-08,21.728918,26.3,19.1,83.52613,97.0,65.0,1016.7611,1019.0,1014.4,0.0
23-09-08,21.29861,26.1,17.3,75.99653,91.0,47.0,1016.125,1017.6,1013.9,0.0
24-09-08,19.081251,21.6,17.4,80.010414,96.0,65.0,1021.27905,1025.8,1016.6,0.0
25-09-08,18.201042,22.6,13.9,65.81944,87.0,45.0,1025.0845,1027.0,1023.0,0.0
26-09-08,18.421875,23.3,12.8,70.21875,91.0,52.0,1023.3531,1025.5,1020.4,0.0
27-09-08,19.019444,24.9,13.4,77.65278,98.0,52.0,1020.4135,1022.3,1018.4,0.0
28-09-08,20.319445,26.4,14.0,77.8125,97.0,49.0,1015.50836,1019.3,1011.8,0.0
29-09-08,22.655209,34.7,15.6,73.19097,100.0,23.0,1010.9219,1014.5,1006.8,0.0
30-09-08,20.530556,23.8,17.2,71.21875,86.0,55.0,1017.3813,1020.7,1014.3,0.0
01-10-08,19.6,19.6,19.6,81.0,81.0,81.0,1020.3,1020.3,1020.3,0.0
01-10-08,20.185366,23.4,16.1,76.05226,94.0,59.0,1021.70276,1023.4,1019.1,0.0
02-10-08,20.400347,23.6,16.7,72.125,91.0,49.0,1023.1124,1024.9,1021.3,0.0
03-10-08,21.427778,26.1,16.4,73.59722,91.0,49.0,1020.9718,1023.8,1018.1,0.0
04-10-08,21.775347,26.6,17.1,74.458336,94.0,42.0,1017.9427,1020.9,1014.9,0.0
05-10-08,22.439236,27.6,17.1,78.392365,97.0,55.0,1016.83954,1019.9,1014.4,0.0
06-10-08,25.065277,30.8,18.9,64.635414,82.0,46.0,1012.4656,1015.8,1008.1,0.0
07-10-08,22.10625,25.3,18.4,62.131943,84.0,31.0,1014.14484,1017.2,1010.6,0.0
08-10-08,21.427431,28.4,15.7,62.552082,87.0,19.0,1016.28015,1019.0,1013.5,0.0
09-10-08,21.033682,25.6,17.8,71.420135,94.0,49.0,1022.4501,1026.2,1018.5,0.0
10-10-08,18.955902,20.4,17.6,85.916664,100.0,69.0,1026.102,1027.5,1024.7,13.369999
11-10-08,18.021181,20.3,16.7,91.302086,100.0,79.0,1024.8353,1026.7,1023.2,1.75
12-10-08,19.334028,22.5,16.7,88.079865,100.0,63.0,1023.077,1024.7,1021.2,1.5
13-10-08,20.647915,24.9,16.8,85.65972,100.0,66.0,1022.22394,1024.2,1020.3,0.5
14-10-08,21.789862,25.4,18.7,80.83217,98.0,64.0,1019.66125,1022.1,1016.6,0.25
15-10-08,21.795486,28.8,18.8,81.94444,99.0,53.0,1016.37085,1018.7,1013.8,12.19
16-10-08,20.162848,22.9,18.2,77.78125,99.0,63.0,1019.6823,1022.5,1017.0,0.75
17-10-08,19.189236,23.1,16.3,74.576385,89.0,56.0,1021.9926,1023.7,1020.7,0.0
18-10-08,19.04878,23.9,13.7,71.372826,98.0,41.0,1023.5725,1025.4,1022.1,0.0
19-10-08,19.514635,24.1,14.0,72.34495,95.0,49.0,1023.4335,1025.0,1021.1,0.0
20-10-08,20.462849,25.1,15.3,74.770836,96.0,53.0,1021.57294,1023.5,1019.2,0.0
21-10-08,21.275608,26.3,16.7,79.80139,95.0,54.0,1016.6568,1020.7,1011.8,7.6099997
22-10-08,20.136236,28.2,14.0,69.97561,92.0,28.0,1013.29486,1017.3,1008.5,0.0
23-10-08,17.475695,24.1,12.5,52.23264,71.0,24.0,1016.3125,1019.2,1012.6,0.0
24-10-08,19.263542,24.9,14.0,58.54861,82.0,32.0,1018.3635,1020.5,1015.6,0.0
25-10-08,19.903471,24.8,16.3,75.576385,89.0,53.0,1017.2167,1019.0,1014.6,0.0
26-10-08,20.794443,24.8,16.1,73.451385,94.0,55.0,1018.88855,1021.4,1017.1,0.0
27-10-08,20.468988,24.0,16.1,69.87108,91.0,50.0,1020.8481,1022.3,1019.5,0.0
28-10-08,21.243902,25.9,15.3,71.27526,92.0,48.0,1019.5836,1021.4,1017.3,0.0
29-10-08,22.00871,26.4,16.7,76.268295,95.0,49.0,1019.6492,1022.2,1017.5,0.0
30-10-08,22.448238,26.1,19.1,75.60564,97.0,57.0,1020.8691,1022.5,1019.3,0.0
31-10-08,22.457544,26.4,17.2,76.8386,94.0,60.0,1017.70306,1020.3,1014.9,0.0
01-11-08,20.7,20.7,20.7,86.0,86.0,86.0,1016.1,1016.1,1016.1,0.0
01-11-08,23.66063,29.9,19.1,72.01394,93.0,47.0,1017.5049,1022.6,1014.4,0.0
02-11-08,21.989584,24.0,20.2,79.326385,88.0,71.0,1020.98645,1022.9,1019.0,0.0
03-11-08,22.330208,24.8,19.1,84.11806,100.0,69.0,1014.7385,1018.9,1010.4,0.25
04-11-08,23.676308,31.1,20.2,80.44948,100.0,43.0,1010.5314,1014.3,1007.8,1.26
05-11-08,20.05219,21.1,19.4,92.78102,100.0,81.0,1013.11975,1015.8,1010.5,17.51
06-11-08,25.527273,30.3,19.3,74.88312,100.0,42.0,1009.74146,1012.1,1007.5,0.0
07-11-08,24.771023,30.9,19.3,86.0742,100.0,57.0,1010.51733,1013.1,1008.3,0.0
08-11-08,24.898264,29.9,21.2,86.4375,98.0,62.0,1008.0115,1011.3,1004.0,5.51
09-11-08,21.168184,22.9,19.3,82.84965,98.0,68.0,1013.12445,1018.5,1007.8,0.25
10-11-08,21.975088,26.8,17.2,64.99278,94.0,43.0,1016.72675,1018.3,1014.4,0.0
11-11-08,21.382978,25.1,18.1,70.45744,89.0,55.0,1015.2553,1016.6,1013.6,0.0
12-11-08,21.673477,25.9,17.8,78.684586,90.0,65.0,1014.6165,1016.2,1012.7,0.5
13-11-08,21.981598,26.6,19.0,88.14931,100.0,64.0,1015.88336,1018.3,1014.3,5.26
14-11-08,23.105227,26.5,19.5,85.85366,100.0,68.0,1015.56195,1017.0,1014.1,0.25
15-11-08,24.633917,29.4,20.8,80.0979,99.0,57.0,1013.3017,1015.4,1010.4,0.0
16-11-08,24.58889,31.5,20.1,84.36806,100.0,52.0,1010.9209,1014.1,1006.0,25.579998
17-11-08,19.283333,21.4,16.9,91.34722,100.0,81.0,1015.1313,1017.5,1012.6,5.76
18-11-08,18.550001,20.2,16.9,98.76057,100.0,87.0,1014.0869,1016.2,1011.8,49.6
19-11-08,23.233215,29.2,18.9,98.06993,100.0,86.0,1009.2811,1012.2,1006.5,10.129999
20-11-08,23.043007,29.4,18.7,95.96853,100.0,72.0,1004.28925,1008.5,999.8,84.53
21-11-08,25.267015,32.3,18.8,91.33681,100.0,41.0,1000.99274,1003.4,998.0,0.0
22-11-08,27.31389,31.4,22.3,56.45486,98.0,31.0,995.0792,998.5,991.0,0.0
23-11-08,21.350695,24.8,17.0,29.354166,40.0,22.0,998.2218,1002.8,995.0,0.0
24-11-08,23.476389,29.8,17.1,42.458332,68.0,27.0,1004.03644,1007.3,1001.8,0.0
25-11-08,23.199654,27.3,18.3,74.37153,93.0,56.0,1009.80206,1011.6,1007.0,0.0
26-11-08,20.917015,23.5,19.4,94.125,100.0,79.0,1011.1052,1012.8,1009.7,37.46
27-11-08,22.325348,24.8,19.7,94.34028,100.0,85.0,1011.077,1012.9,1009.2,9.88
28-11-08,25.398613,28.4,22.1,86.076385,98.0,72.0,1008.4531,1010.9,1005.6,2.03
29-11-08,26.330902,31.0,23.4,84.232635,96.0,63.0,1004.46136,1007.0,1001.4,4.8199997
30-11-08,24.721874,29.6,21.2,55.89236,78.0,29.0,1008.53864,1011.8,1005.7,0.0
01-12-08,21.3,21.3,21.3,77.0,77.0,77.0,1011.1,1011.1,1011.1,0.0
01-12-08,24.283972,31.1,17.8,64.623695,91.0,27.0,1011.1272,1013.2,1008.6,0.0
02-12-08,25.176388,31.1,19.7,77.513885,94.0,51.0,1010.83636,1012.3,1008.8,0.0
03-12-08,25.136457,29.6,21.8,82.58681,96.0,60.0,1011.0198,1012.9,1008.3,4.3199997
04-12-08,24.419443,30.7,20.6,83.579865,99.0,61.0,1013.50726,1016.4,1010.9,10.66
05-12-08,24.713194,27.8,21.6,84.114586,100.0,68.0,1014.6688,1016.9,1012.4,5.77
06-12-08,26.536459,33.3,22.5,83.416664,100.0,59.0,1009.0281,1013.8,1004.8,2.25
07-12-08,25.813889,32.6,22.4,82.454865,100.0,54.0,1006.3594,1010.0,1002.7,11.41
08-12-08,23.570137,25.5,22.2,76.875,87.0,58.0,1010.7781,1012.8,1008.5,0.25
09-12-08,23.703125,26.9,19.7,79.489586,95.0,67.0,1010.8895,1012.2,1009.5,0.25
10-12-08,25.802084,30.2,22.6,77.135414,87.0,58.0,1008.798,1011.1,1005.9,0.0
11-12-08,25.685764,30.8,22.3,85.0,99.0,64.0,1008.86255,1012.7,1005.0,7.6
12-12-08,24.694792,26.6,22.9,88.28819,94.0,81.0,1010.5854,1012.8,1008.2,0.0
13-12-08,27.28125,33.6,22.4,75.52431,91.0,53.0,1003.4042,1008.1,999.2,0.0
14-12-08,27.467709,31.2,23.3,57.052082,89.0,35.0,1000.8531,1003.6,999.0,0.0
15-12-08,24.61007,30.1,21.2,49.77778,72.0,26.0,1006.3542,1011.3,1002.8,0.0
16-12-08,23.565277,27.8,18.4,69.326385,88.0,41.0,1012.1365,1013.8,1010.6,0.0
17-12-08,24.853472,28.8,19.9,72.010414,92.0,55.0,1011.4177,1013.5,1009.1,0.0
18-12-08,25.903126,30.5,21.6,71.510414,91.0,47.0,1007.19794,1010.8,1002.9,0.0
19-12-08,26.87639,31.9,21.6,73.9375,95.0,51.0,1004.55524,1007.7,1001.3,2.27
20-12-08,23.821877,26.6,21.2,69.94097,79.0,59.0,1012.2083,1016.0,1007.6,0.0
21-12-08,22.316666,26.7,18.4,66.15625,86.0,46.0,1016.13434,1018.0,1014.5,0.0
22-12-08,22.690943,26.7,18.4,63.143394,81.0,39.0,1015.9808,1017.9,1014.1,0.0
23-12-08,23.258364,27.6,17.9,70.45196,91.0,52.0,1012.5674,1015.3,1009.5,0.0
24-12-08,24.95382,28.8,21.3,73.451385,90.0,54.0,1009.7218,1011.8,1006.8,0.0
25-12-08,24.87986,28.3,22.4,81.55556,94.0,64.0,1011.051,1013.5,1009.2,0.75
26-12-08,25.127777,27.6,22.3,82.00694,98.0,65.0,1012.5032,1014.3,1010.6,0.5
27-12-08,25.509377,27.8,24.1,76.802086,87.0,65.0,1011.0188,1013.2,1008.0,0.0
28-12-08,24.160416,29.3,21.6,86.78472,99.0,60.0,1006.9208,1009.3,1004.4,1.5
29-12-08,25.566315,31.7,20.8,82.46316,99.0,56.0,1004.5274,1007.0,1001.3,5.84
30-12-08,26.346876,32.0,20.5,83.732635,100.0,60.0,1002.40405,1005.9,998.5,2.28
31-12-08,28.785368,35.1,22.5,63.216026,100.0,23.0,1003.3508,1005.8,1001.5,0.0
01-01-09,25.9,25.9,25.9,86.0,86.0,86.0,1005.4,1005.4,1005.4,0.0
01-01-09,27.8,34.3,22.0,75.25784,88.0,53.0,1005.20337,1008.4,1003.0,0.0
02-01-09,25.664238,31.0,23.3,75.80903,87.0,50.0,1009.1282,1011.7,1007.5,0.0
03-01-09,22.88077,24.7,21.6,86.88461,98.0,73.0,1013.9434,1017.1,1010.7,8.07
04-01-09,23.833916,26.7,21.0,66.98252,86.0,47.0,1015.03253,1016.4,1013.3,0.0
05-01-09,24.364515,28.3,20.6,72.5914,81.0,58.0,1012.37537,1013.9,1010.8,0.0
06-01-09,25.595987,30.2,21.0,72.54379,91.0,46.0,1011.3711,1012.4,1009.8,0.0
07-01-09,25.298937,28.8,21.3,78.95744,96.0,64.0,1010.6383,1012.1,1008.5,0.0
08-01-09,25.13866,27.7,22.6,86.237915,99.0,74.0,1008.872,1010.2,1006.8,0.25
09-01-09,24.644444,28.9,20.9,74.792595,100.0,52.0,1010.66736,1013.5,1008.5,1.26
10-01-09,23.295832,27.8,19.0,63.12847,78.0,47.0,1011.97046,1013.2,1010.2,0.0
11-01-09,23.446526,27.3,19.8,64.267365,76.0,53.0,1012.05945,1014.1,1010.4,0.0
12-01-09,23.975695,28.6,19.7,68.017365,84.0,52.0,1014.53546,1017.6,1012.7,0.0
13-01-09,24.09375,28.1,20.6,66.18403,83.0,48.0,1016.67395,1018.0,1015.3,0.0
14-01-09,23.719097,28.1,19.1,61.8125,83.0,41.0,1016.53015,1017.6,1014.9,0.0
15-01-09,24.494791,29.8,18.7,65.16319,86.0,43.0,1014.9015,1016.8,1012.7,0.0
16-01-09,26.395487,32.4,21.3,67.427086,81.0,47.0,1011.5906,1014.2,1009.1,0.0
17-01-09,25.025002,29.9,21.3,72.795135,88.0,58.0,1013.42535,1018.8,1008.6,0.0
18-01-09,22.98507,25.8,20.1,63.895832,75.0,54.0,1019.01984,1020.5,1017.6,0.0
19-01-09,23.492708,27.2,18.7,59.944443,78.0,46.0,1018.38544,1020.0,1016.3,0.0
20-01-09,24.886457,28.9,19.5,60.413193,78.0,38.0,1016.8024,1018.2,1015.2,0.0
21-01-09,25.914928,29.6,21.7,71.361115,82.0,59.0,1015.3239,1017.2,1013.4,0.0
22-01-09,26.773613,30.2,24.7,77.125,88.0,61.0,1013.17285,1015.2,1010.5,4.0
23-01-09,26.018747,28.5,23.8,86.59722,96.0,76.0,1011.14996,1013.0,1008.9,48.800003
24-01-09,27.334375,31.3,24.1,79.864586,92.0,62.0,1010.0167,1011.8,1007.9,0.0
25-01-09,26.336111,29.9,24.5,85.03472,94.0,70.0,1013.04755,1016.4,1009.4,7.6
26-01-09,25.584373,29.8,22.8,77.989586,96.0,51.0,1015.79895,1017.0,1014.8,3.6
27-01-09,24.8125,29.4,21.8,76.576385,92.0,51.0,1016.017,1017.1,1014.8,2.0
28-01-09,24.928474,29.5,20.9,72.74306,90.0,47.0,1015.9403,1017.9,1014.3,0.0
29-01-09,24.39028,28.4,21.8,79.447914,91.0,59.0,1016.6341,1018.0,1015.2,2.4
30-01-09,24.722918,28.3,20.8,77.28125,94.0,58.0,1016.4792,1017.6,1014.7,3.2
31-01-09,24.953125,28.3,21.9,75.923615,88.0,58.0,1016.28125,1017.5,1015.0,1.6000001
01-02-09,23.6,23.6,23.6,84.0,84.0,84.0,1015.4,1015.4,1015.4,0.0
01-02-09,24.246689,27.2,21.6,80.01742,91.0,62.0,1014.17487,1015.8,1012.5,0.0
02-02-09,24.6875,27.7,21.9,76.93056,92.0,59.0,1011.8149,1013.4,1010.4,1.6
03-02-09,24.379168,28.7,21.5,81.291664,95.0,56.0,1009.8687,1011.5,1007.9,6.8
04-02-09,25.853127,29.9,22.4,72.25694,92.0,50.0,1008.50806,1009.7,1006.8,0.0
05-02-09,25.812847,30.1,22.3,70.58681,86.0,51.0,1008.57983,1010.3,1007.2,0.0
06-02-09,25.62743,29.7,21.7,70.545135,87.0,53.0,1011.15344,1013.7,1009.0,0.0
07-02-09,25.723263,30.1,22.2,67.857635,86.0,45.0,1013.5188,1014.8,1012.2,0.0
08-02-09,25.10035,30.2,20.1,68.28125,87.0,45.0,1011.292,1013.7,1008.9,0.0
09-02-09,27.184029,35.8,21.0,70.52778,89.0,36.0,1009.0156,1010.8,1006.4,0.0
10-02-09,27.150347,31.1,24.3,77.37153,90.0,49.0,1008.8782,1011.2,1006.8,0.4
11-02-09,26.481598,30.7,22.8,71.302086,88.0,53.0,1006.11395,1009.8,1004.2,0.0
12-02-09,23.889235,26.7,21.7,73.895836,88.0,62.0,1012.0476,1015.4,1009.3,8.000001
13-02-09,21.188889,22.4,20.0,89.052086,94.0,72.0,1015.4097,1017.1,1013.8,42.2
14-02-09,21.965279,24.7,20.1,88.35069,96.0,77.0,1009.88446,1014.5,1006.4,13.0
15-02-09,24.817013,30.4,20.5,72.4375,88.0,51.0,1006.6531,1008.9,1004.6,0.0
16-02-09,25.092014,30.6,21.3,71.357635,84.0,46.0,1008.8337,1010.2,1006.6,0.0
17-02-09,23.72743,27.5,21.7,83.513885,95.0,68.0,1008.8941,1010.1,1007.8,14.400002
18-02-09,24.221182,26.9,22.4,87.239586,96.0,72.0,1006.83984,1008.7,1004.2,5.2
19-02-09,25.748264,31.8,21.5,81.53472,96.0,56.0,1008.15497,1010.7,1005.9,7.0000005
20-02-09,25.617708,32.4,22.8,82.86806,93.0,52.0,1010.4781,1012.5,1008.3,20.2
21-02-09,23.992014,27.9,20.7,85.552086,95.0,68.0,1010.9173,1012.9,1008.8,20.6
22-02-09,24.99375,29.1,21.8,77.333336,91.0,60.0,1013.934,1016.4,1011.7,0.2
23-02-09,24.830208,28.9,20.8,72.22569,90.0,50.0,1016.2104,1018.0,1014.9,0.0
24-02-09,24.570139,28.9,19.8,72.25,90.0,46.0,1016.4417,1017.6,1015.1,0.0
25-02-09,23.96007,27.2,20.4,75.06597,89.0,58.0,1015.5347,1017.1,1013.7,0.0
26-02-09,24.599998,29.6,21.1,71.77431,88.0,51.0,1014.53296,1016.4,1012.7,0.0
27-02-09,23.998959,29.5,20.1,65.16319,81.0,38.0,1013.857,1015.5,1011.6,0.0
28-02-09,24.75868,31.7,19.0,66.68403,85.0,31.0,1011.59656,1013.8,1009.2,0.0
01-03-09,24.2,24.2,24.2,75.0,75.0,75.0,1010.7,1010.7,1010.7,0.0
01-03-09,26.560278,34.0,20.8,71.874565,87.0,41.0,1009.9987,1011.7,1007.9,0.0
02-03-09,26.690277,30.9,23.3,75.0625,93.0,49.0,1012.81555,1015.3,1010.6,0.4
03-03-09,26.55764,29.6,24.2,75.44097,88.0,62.0,1015.30005,1017.1,1013.8,0.0
04-03-09,26.619444,29.6,24.2,72.583336,84.0,58.0,1011.9767,1016.1,1008.4,0.0
05-03-09,24.935068,30.3,20.6,49.15278,81.0,22.0,1008.9657,1011.3,1007.0,0.0
06-03-09,23.863194,27.1,20.2,64.25347,75.0,54.0,1012.09235,1014.0,1010.5,0.0
07-03-09,24.653818,28.6,20.1,68.71875,85.0,47.0,1013.38477,1015.0,1011.3,0.0
08-03-09,24.60764,29.2,20.1,69.392365,89.0,46.0,1014.27496,1016.9,1012.6,0.0
09-03-09,23.347916,25.9,21.1,74.60069,86.0,60.0,1014.88995,1016.4,1013.2,3.2000003
10-03-09,23.881248,26.6,21.6,76.861115,91.0,60.0,1014.31665,1016.2,1012.6,3.2
11-03-09,22.35243,25.2,20.6,85.0625,94.0,72.0,1016.6638,1019.1,1014.8,5.8
12-03-09,23.234722,26.8,20.1,76.56944,92.0,57.0,1018.4778,1020.2,1017.3,3.6
13-03-09,22.261806,24.5,20.5,84.15972,93.0,73.0,1017.1437,1018.7,1015.7,11.4
14-03-09,22.772917,26.6,19.2,80.170135,92.0,61.0,1014.9841,1017.1,1012.7,2.6
15-03-09,24.092709,28.6,19.6,75.270836,94.0,54.0,1012.57983,1015.0,1009.9,0.0
16-03-09,23.440971,29.7,18.9,79.052086,93.0,54.0,1011.2747,1014.4,1007.0,13.199999
17-03-09,23.413195,29.7,18.3,79.013885,94.0,52.0,1011.6526,1014.3,1009.6,0.0
18-03-09,24.245485,28.2,21.2,75.16319,91.0,54.0,1015.51843,1017.6,1013.5,0.0
19-03-09,23.336805,26.4,21.2,76.80903,85.0,67.0,1015.86523,1017.2,1014.4,0.0
20-03-09,23.599998,28.1,19.8,77.58681,90.0,58.0,1014.3771,1016.3,1012.2,0.0
21-03-09,23.620832,28.6,20.6,69.78472,86.0,40.0,1013.88995,1015.3,1012.0,0.0
22-03-09,23.265278,28.1,19.1,69.52778,85.0,49.0,1014.57355,1016.5,1013.0,0.0
23-03-09,22.933332,27.8,18.5,70.291664,90.0,44.0,1016.6222,1018.9,1015.0,0.0
24-03-09,22.718056,27.5,18.1,66.927086,88.0,43.0,1018.73267,1021.0,1017.0,0.0
25-03-09,22.517708,27.6,17.8,64.770836,81.0,44.0,1020.7268,1022.4,1019.4,0.0
26-03-09,22.553473,28.0,17.8,67.479164,85.0,43.0,1020.4997,1022.4,1018.5,0.0
27-03-09,22.824654,28.8,17.3,69.708336,87.0,47.0,1018.8087,1020.2,1016.8,0.0
28-03-09,22.947222,27.3,19.8,69.75694,86.0,43.0,1019.32294,1021.0,1017.7,2.2
29-03-09,22.688194,27.6,18.9,69.822914,88.0,47.0,1017.5608,1019.7,1015.6,0.6
30-03-09,21.852085,25.5,19.9,79.041664,90.0,67.0,1013.2409,1016.1,1011.1,2.4
31-03-09,23.71493,28.9,19.2,70.05903,88.0,48.0,1009.1389,1011.1,1007.0,0.0
01-04-09,22.2,22.2,22.2,85.0,85.0,85.0,1010.7,1010.7,1010.7,0.0
01-04-09,24.073868,29.4,19.8,77.310104,93.0,53.0,1012.0799,1014.5,1009.6,0.0
02-04-09,21.363543,23.5,20.6,92.65278,96.0,78.0,1015.2483,1018.1,1012.2,74.2
03-04-09,23.47361,27.2,20.7,86.65972,96.0,67.0,1016.4601,1018.2,1015.0,12.6
04-04-09,23.568403,27.1,21.0,86.5625,96.0,64.0,1015.59406,1017.3,1013.5,23.000002
05-04-09,22.801043,27.5,20.5,85.145836,95.0,65.0,1014.4983,1016.0,1012.2,1.8
06-04-09,23.50868,28.6,21.1,78.857635,92.0,54.0,1015.1222,1018.0,1012.8,0.0
07-04-09,21.958334,24.8,19.9,76.97569,91.0,66.0,1019.7532,1022.7,1017.2,2.2
08-04-09,21.591318,25.4,18.1,66.21875,83.0,49.0,1022.19727,1023.6,1020.5,0.0
09-04-09,20.24861,25.1,16.8,78.74653,95.0,61.0,1021.86523,1023.6,1020.1,5.8
10-04-09,20.369097,23.9,17.7,84.72222,95.0,69.0,1022.70483,1024.2,1021.3,4.8
11-04-09,20.544792,24.9,18.1,86.37847,95.0,67.0,1023.8774,1025.4,1022.8,2.8000002
12-04-09,21.617361,25.3,19.0,86.03125,97.0,67.0,1021.75476,1023.9,1019.9,10.8
13-04-09,21.034376,23.4,19.4,93.86806,97.0,84.0,1018.1472,1020.3,1016.1,34.8
14-04-09,23.270834,26.1,21.3,84.541664,97.0,69.0,1013.75543,1016.6,1011.7,13.799999
15-04-09,23.822222,29.1,20.1,79.89931,96.0,46.0,1011.5014,1013.0,1009.1,1.0
16-04-09,23.117014,28.7,18.5,69.49306,95.0,34.0,1013.05414,1014.7,1011.3,0.0
17-04-09,20.98472,28.6,15.4,70.625,90.0,35.0,1013.96906,1016.6,1011.5,0.8
18-04-09,20.991665,26.7,16.3,71.8125,91.0,45.0,1015.04926,1016.6,1012.9,0.0
19-04-09,21.091318,25.3,16.8,61.961807,83.0,43.0,1012.8562,1014.9,1010.8,0.0
20-04-09,21.636112,25.7,18.6,57.430557,67.0,47.0,1011.83716,1013.8,1010.0,0.0
21-04-09,20.328125,24.3,17.9,66.541664,80.0,56.0,1014.42426,1017.1,1012.6,0.0
22-04-09,20.478127,25.3,16.4,70.77431,85.0,50.0,1016.8073,1018.5,1014.6,0.4
23-04-09,20.541971,25.3,16.9,66.9708,85.0,44.0,1016.77734,1018.3,1014.9,0.0
24-04-09,20.088541,25.8,14.6,70.697914,88.0,46.0,1014.0969,1017.0,1011.3,0.0
25-04-09,23.102777,28.8,16.4,69.06944,92.0,48.0,1010.19586,1012.5,1007.4,0.0
26-04-09,23.838541,27.9,19.8,55.44097,82.0,34.0,1010.34265,1012.5,1007.9,0.0
27-04-09,20.584028,25.2,16.0,50.67014,78.0,33.0,1014.7552,1018.5,1011.7,0.0
28-04-09,18.75,24.7,12.9,48.15625,71.0,28.0,1018.58374,1021.0,1016.5,0.0
29-04-09,18.460417,24.9,12.1,65.35069,83.0,40.0,1018.4587,1020.9,1016.4,0.0
30-04-09,19.351042,25.3,13.3,60.819443,85.0,29.0,1017.184,1019.8,1014.6,0.0
01-05-09,16.3,16.3,16.3,66.0,66.0,66.0,1019.9,1019.9,1019.9,0.0
01-05-09,18.159931,23.6,13.3,67.23693,79.0,53.0,1021.36456,1023.1,1019.7,0.0
02-05-09,18.939583,23.2,15.3,70.916664,85.0,52.0,1022.32886,1024.2,1020.3,0.0
03-05-09,18.56736,23.6,14.7,71.5625,90.0,46.0,1023.1878,1024.8,1021.7,0.0
04-05-09,18.406944,23.6,14.9,73.017365,85.0,51.0,1025.06,1027.1,1023.4,0.0
05-05-09,18.293404,23.8,13.9,70.829865,89.0,48.0,1025.9177,1027.6,1024.0,0.0
06-05-09,18.247568,23.2,14.0,74.34028,84.0,55.0,1024.1881,1026.1,1021.8,0.4
07-05-09,19.198263,22.6,16.4,76.638885,89.0,58.0,1022.87024,1024.5,1020.6,0.4
08-05-09,19.051388,24.8,14.9,71.6875,93.0,41.0,1022.76105,1024.4,1020.6,0.0
09-05-09,18.034376,23.7,12.8,72.951385,89.0,42.0,1020.7969,1023.2,1018.1,0.0
10-05-09,18.010069,23.9,12.4,69.489586,90.0,41.0,1019.42957,1021.6,1017.5,0.0
11-05-09,17.787153,22.7,14.2,69.75347,84.0,51.0,1020.709,1022.2,1018.8,0.0
12-05-09,16.645834,20.8,13.6,77.96181,90.0,60.0,1019.10376,1021.1,1017.2,0.0
13-05-09,17.449999,23.0,12.1,74.72222,92.0,43.0,1016.38586,1018.8,1014.2,0.0
14-05-09,18.219791,24.2,12.9,64.076385,89.0,30.0,1015.63196,1017.6,1013.3,0.0
15-05-09,17.251389,23.8,10.7,52.12847,81.0,26.0,1016.2742,1018.4,1014.5,0.0
16-05-09,18.559721,25.1,11.1,44.80903,72.0,26.0,1015.2858,1017.0,1012.5,0.0
17-05-09,18.646528,24.6,13.1,61.12153,79.0,45.0,1016.39734,1017.7,1015.0,0.0
18-05-09,18.476736,23.4,15.4,78.25347,94.0,55.0,1018.6296,1020.6,1017.1,9.400001
19-05-09,18.16493,20.9,16.6,87.03125,96.0,67.0,1017.3093,1019.9,1015.2,81.40001
20-05-09,16.61771,18.2,14.7,93.763885,96.0,89.0,1011.6812,1015.5,1008.7,135.4
21-05-09,17.146873,21.6,14.7,81.1875,95.0,60.0,1008.03644,1010.3,1006.4,0.8
22-05-09,16.751915,21.8,13.2,85.728226,95.0,61.0,1010.02264,1012.2,1007.4,1.0
23-05-09,17.851042,22.7,15.2,87.65625,95.0,66.0,1011.34406,1016.2,1008.5,8.8
24-05-09,18.515276,21.6,16.0,79.47569,91.0,64.0,1019.80035,1022.8,1016.0,1.8
25-05-09,18.245832,22.6,14.9,74.208336,92.0,49.0,1022.0032,1023.4,1020.6,0.0
26-05-09,18.304514,21.0,15.8,75.458336,89.0,64.0,1021.49347,1023.2,1019.8,0.0
27-05-09,17.590279,22.7,13.6,81.40972,94.0,58.0,1019.6698,1021.4,1017.8,0.0
28-05-09,18.555555,23.6,14.9,79.93056,94.0,52.0,1018.94366,1020.8,1016.9,0.0
29-05-09,18.215279,23.6,14.7,82.895836,95.0,58.0,1019.3619,1021.4,1017.0,4.8
30-05-09,17.376041,22.1,14.5,77.125,92.0,55.0,1023.1135,1026.6,1020.7,0.0
31-05-09,16.689583,21.4,12.8,75.21528,90.0,53.0,1027.1816,1028.9,1025.5,0.6
01-06-09,15.4,15.4,15.4,90.0,90.0,90.0,1027.4,1027.4,1027.4,0.0
01-06-09,16.593729,20.7,13.7,80.26132,93.0,62.0,1027.2959,1029.3,1025.8,2.0
02-06-09,16.299652,19.6,14.2,89.15625,95.0,74.0,1025.8345,1027.2,1023.9,6.8
03-06-09,16.592709,20.4,14.2,89.62153,94.0,74.0,1022.47784,1024.8,1020.4,0.4
04-06-09,17.602428,21.6,15.0,88.77778,96.0,71.0,1018.5611,1021.2,1015.6,1.2
05-06-09,17.660416,22.6,14.6,86.74653,97.0,65.0,1015.4594,1017.4,1013.2,0.2
06-06-09,17.76111,22.8,12.4,71.40972,94.0,38.0,1013.9329,1015.9,1011.9,0.2
